FILENAME,SEC_CHECKBOX,SEC_SUBJECT,CHECKBOX,TEXT_BOX_PAIR,MARK,HANDWRITTEN,SIGNATURE
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-16 Linden Surgical Center Med Recs and Bills.PDF\39-39,3,3,9,9,,,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-16 Linden Surgical Center Med Recs and Bills.PDF\40-40,3,3,8,6,,1,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-16 Linden Surgical Center Med Recs and Bills.PDF\41-41,7,7,16,16,7,41,4
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-16 Linden Surgical Center Med Recs and Bills.PDF\42-43,9,9,43,42,3,3,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-16 Linden Surgical Center Med Recs and Bills.PDF\44-44,,,,,,17,3
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-16 Linden Surgical Center Med Recs and Bills.PDF\45-45,6,6,8,8,,3,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-16 Linden Surgical Center Med Recs and Bills.PDF\55-56,,,,,,4,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-16 Linden Surgical Center Med Recs and Bills.PDF\57-59,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-16 Linden Surgical Center Med Recs and Bills.PDF\61-61,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-16 Linden Surgical Center Med Recs and Bills.PDF\62-62,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-16 Linden Surgical Center Med Recs and Bills.PDF\63-65,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-16 Linden Surgical Center Med Recs and Bills.PDF\66-66,1,1,6,6,,10,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-16 Linden Surgical Center Med Recs and Bills.PDF\69-69,1,1,30,30,,3,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-16 Linden Surgical Center Med Recs and Bills.PDF\76-76,,,,,,9,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-16 Linden Surgical Center Med Recs and Bills.PDF\78-78,1,1,4,4,1,15,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-16 Linden Surgical Center Med Recs and Bills.PDF\82-82,1,1,6,6,,21,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-16 Linden Surgical Center Med Recs and Bills.PDF\83-83,6,4,26,26,,11,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95082-01 Tower Orthopedics.pdf\11-16,,,,,,2,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95082-01 Tower Orthopedics.pdf\17-18,,,,,,1,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95082-01 Tower Orthopedics.pdf\19-20,,,,,,2,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95082-01 Tower Orthopedics.pdf\21-22,,,,,,2,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95082-01 Tower Orthopedics.pdf\23-24,,,,,,2,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95082-01 Tower Orthopedics.pdf\25-26,,,,,,2,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95082-01 Tower Orthopedics.pdf\27-27,,,,,1,39,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95082-01 Tower Orthopedics.pdf\28-28,1,1,,,2,26,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95082-01 Tower Orthopedics.pdf\29-29,,,,,,12,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95082-01 Tower Orthopedics.pdf\32-32,4,4,39,39,,16,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95082-01 Tower Orthopedics.pdf\33-33,,,,,4,8,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95082-01 Tower Orthopedics.pdf\34-36,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95082-01 Tower Orthopedics.pdf\40-41,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95082-01 Tower Orthopedics.pdf\42-43,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95082-01 Tower Orthopedics.pdf\44-46,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95082-01 Tower Orthopedics.pdf\55-55,2,2,11,11,1,13,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95082-01 Tower Orthopedics.pdf\60-60,7,7,21,21,,1,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95082-01 Tower Orthopedics.pdf\61-61,10,10,68,67,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95082-01 Tower Orthopedics.pdf\62-62,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95082-01 Tower Orthopedics.pdf\64-64,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95082-01 Tower Orthopedics.pdf\9-10,,,,,,1,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-01 Venice Family Clinic.pdf\15-16,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-01 Venice Family Clinic.pdf\17-21,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-01 Venice Family Clinic.pdf\22-28,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-01 Venice Family Clinic.pdf\29-34,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-01 Venice Family Clinic.pdf\35-39,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-01 Venice Family Clinic.pdf\40-44,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-01 Venice Family Clinic.pdf\45-47,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-01 Venice Family Clinic.pdf\48-48,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-01 Venice Family Clinic.pdf\49-52,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-01 Venice Family Clinic.pdf\53-54,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\10-10,,,,,,,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\11-11,,,,,,,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\12-12,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\13-13,,,,,1,,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\19-19,,,,,1,23,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\21-21,,,,,,30,22
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\22-22,,,,,1,32,21
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\23-23,,,,,,31,21
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\24-24,,,,,,29,23
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\25-25,,,,,,27,22
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\26-26,1,1,,,1,29,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\28-28,,,,,,28,21
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\29-29,,,,,,27,9
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\30-30,,,,,,26,21
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\31-31,,,,,,27,21
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\32-32,,,,,,26,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\33-33,,,,,,27,20
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\34-34,,,,,,35,17
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\35-35,,,,,,31,16
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\37-37,,,,,1,21,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\38-38,,,,,,32,19
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\39-39,,,,,,27,20
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\40-40,,,,,,25,18
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\41-41,,,,,,26,19
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\42-42,,,,,,30,16
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\43-43,,,,,,26,14
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\47-47,,,,,,28,17
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\48-48,,,,,,31,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\49-49,,,,,,32,12
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\50-50,,,,,,11,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\51-51,,,,,,1,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\55-55,,,,,1,18,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\56-56,,,,,,17,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\57-57,,,,,1,24,13
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\58-58,,,,,,24,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\64-64,,,,,1,21,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\65-65,,,,,,21,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\67-67,,,,,,20,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\68-68,,,,,,15,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\69-69,5,5,,,5,2,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\7-8,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\73-73,,,,,,25,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\74-74,,,,,,10,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\75-75,,,,,,1,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-03 Forster PT.pdf\78-78,,,,,,18,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-04 Wilshire Surgicenter.pdf\18-18,1,,25,25,,6,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-04 Wilshire Surgicenter.pdf\19-19,4,4,10,10,,21,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-04 Wilshire Surgicenter.pdf\20-20,1,1,,,2,23,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-04 Wilshire Surgicenter.pdf\22-22,2,2,6,6,,21,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-04 Wilshire Surgicenter.pdf\23-23,1,1,,,2,23,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-04 Wilshire Surgicenter.pdf\33-34,,,,,,,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-04 Wilshire Surgicenter.pdf\39-39,1,1,,,1,13,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-04 Wilshire Surgicenter.pdf\44-45,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-04 Wilshire Surgicenter.pdf\46-54,,,,,,1,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-04 Wilshire Surgicenter.pdf\5-5,1,1,,,1,17,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-04 Wilshire Surgicenter.pdf\56-56,2,2,4,4,,20,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-04 Wilshire Surgicenter.pdf\65-66,,,,,,,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-04 Wilshire Surgicenter.pdf\72-73,,,,,2,5,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-04 Wilshire Surgicenter.pdf\74-75,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-04 Wilshire Surgicenter.pdf\79-79,1,1,,,1,13,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-04 Wilshire Surgicenter.pdf\8-8,1,1,,,1,17,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-04 Wilshire Surgicenter.pdf\80-80,2,2,3,3,,22,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-04 Wilshire Surgicenter.pdf\84-84,19,19,57,57,6,26,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-05 Saw Medical Billing.pdf\13-16,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-07 ProHealth Advanced Imaging.pdf\11-12,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-07 ProHealth Advanced Imaging.pdf\6-8,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 95476-07 ProHealth Advanced Imaging.pdf\9-10,,,,,,,
"D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-02 Stepan Kasimian, M.D..pdf\12-18",,,,,,,1
"D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-02 Stepan Kasimian, M.D..pdf\19-19",2,2,,,2,20,1
"D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-02 Stepan Kasimian, M.D..pdf\20-20",2,2,2,2,7,29,
"D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-02 Stepan Kasimian, M.D..pdf\21-21",3,3,,,3,5,
"D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-02 Stepan Kasimian, M.D..pdf\22-22",,,,,13,9,1
"D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-02 Stepan Kasimian, M.D..pdf\23-23",1,1,10,5,,1,1
"D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-02 Stepan Kasimian, M.D..pdf\7-11",,,,,,,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-04 St. Johns Health Center.pdf\26-27,2,2,4,4,,13,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-04 St. Johns Health Center.pdf\34-39,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-04 St. Johns Health Center.pdf\6-24,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-07 Venice Family Clinic.pdf\12-17,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-07 Venice Family Clinic.pdf\8-11,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-10 Wilshire Surgicenter.pdf\101-102,,,,,,1,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-10 Wilshire Surgicenter.pdf\106-106,1,1,,,2,8,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-10 Wilshire Surgicenter.pdf\107-107,2,2,3,3,,21,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-10 Wilshire Surgicenter.pdf\110-110,2,1,16,15,,6,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-10 Wilshire Surgicenter.pdf\111-111,19,17,57,57,,29,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-10 Wilshire Surgicenter.pdf\19-19,6,6,12,12,,5,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-10 Wilshire Surgicenter.pdf\20-21,,,,,,,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-10 Wilshire Surgicenter.pdf\22-22,5,5,19,19,,5,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-10 Wilshire Surgicenter.pdf\23-23,7,7,52,52,2,15,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-10 Wilshire Surgicenter.pdf\24-24,9,9,25,25,,16,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-10 Wilshire Surgicenter.pdf\25-27,,,,,,3,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-10 Wilshire Surgicenter.pdf\31-31,,,,,1,8,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-10 Wilshire Surgicenter.pdf\32-32,1,1,20,20,,,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-10 Wilshire Surgicenter.pdf\38-38,4,3,29,29,,89,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-10 Wilshire Surgicenter.pdf\5-5,1,1,,,1,23,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-10 Wilshire Surgicenter.pdf\55-55,4,4,10,10,,8,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-10 Wilshire Surgicenter.pdf\56-56,1,1,,,1,19,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-10 Wilshire Surgicenter.pdf\59-59,4,4,10,10,,8,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-10 Wilshire Surgicenter.pdf\60-60,1,1,,,1,19,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-10 Wilshire Surgicenter.pdf\70-70,,,,,,6,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-10 Wilshire Surgicenter.pdf\71-72,,,,,,,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-10 Wilshire Surgicenter.pdf\76-76,,,,,,13,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-10 Wilshire Surgicenter.pdf\80-80,,,,,,1,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-10 Wilshire Surgicenter.pdf\83-83,1,1,2,2,,22,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-10 Wilshire Surgicenter.pdf\9-9,1,1,,,1,21,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-10 Wilshire Surgicenter.pdf\92-93,,,,,,,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-10 Wilshire Surgicenter.pdf\98-100,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-11 Saw Medical Billing.pdf\12-15,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-11 Saw Medical Billing.pdf\17-20,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97581-11 Saw Medical Billing.pdf\7-10,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97655-01 Socal Surgical Imaging.pdf\11-11,1,1,,,2,19,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97655-01 Socal Surgical Imaging.pdf\16-16,1,1,,,1,17,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97655-01 Socal Surgical Imaging.pdf\21-21,1,1,,,1,19,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97655-01 Socal Surgical Imaging.pdf\25-25,4,3,69,69,2,8,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97655-01 Socal Surgical Imaging.pdf\26-26,4,4,10,10,,8,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97655-01 Socal Surgical Imaging.pdf\27-27,1,1,,,1,17,
"D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97655-02 Lawrence Miller, M.D.- California Hand Surgery.pdf\10-11",,,,,,1,1
"D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97655-02 Lawrence Miller, M.D.- California Hand Surgery.pdf\100-100",6,6,93,93,,12,2
"D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97655-02 Lawrence Miller, M.D.- California Hand Surgery.pdf\101-103",,,,,,1,1
"D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97655-02 Lawrence Miller, M.D.- California Hand Surgery.pdf\104-105",,,,,,1,1
"D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97655-02 Lawrence Miller, M.D.- California Hand Surgery.pdf\106-108",,,,,,1,1
"D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97655-02 Lawrence Miller, M.D.- California Hand Surgery.pdf\109-111",,,,,,1,1
"D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97655-02 Lawrence Miller, M.D.- California Hand Surgery.pdf\112-113",,,,,,1,1
"D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97655-02 Lawrence Miller, M.D.- California Hand Surgery.pdf\114-122",,,,,,1,1
"D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97655-02 Lawrence Miller, M.D.- California Hand Surgery.pdf\12-12",3,,,,3,3,
"D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97655-02 Lawrence Miller, M.D.- California Hand Surgery.pdf\123-123",2,2,,,2,2,
"D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97655-02 Lawrence Miller, M.D.- California Hand Surgery.pdf\13-13",3,,,,3,3,
"D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97655-02 Lawrence Miller, M.D.- California Hand Surgery.pdf\14-14",4,,,,4,4,
"D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97655-02 Lawrence Miller, M.D.- California Hand Surgery.pdf\15-15",3,,,,3,4,
"D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97655-02 Lawrence Miller, M.D.- California Hand Surgery.pdf\16-16",3,,,,4,4,
"D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97655-02 Lawrence Miller, M.D.- California Hand Surgery.pdf\17-17",4,,,,4,5,
"D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97655-02 Lawrence Miller, M.D.- California Hand Surgery.pdf\24-24",4,3,44,44,,7,1
"D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97655-02 Lawrence Miller, M.D.- California Hand Surgery.pdf\25-25",,,,,,,1
"D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97655-02 Lawrence Miller, M.D.- California Hand Surgery.pdf\27-27",1,1,17,17,,6,
"D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97655-02 Lawrence Miller, M.D.- California Hand Surgery.pdf\30-31",,,,,,,1
"D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97655-02 Lawrence Miller, M.D.- California Hand Surgery.pdf\32-32",1,1,17,17,,3,
"D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97655-02 Lawrence Miller, M.D.- California Hand Surgery.pdf\35-36",,,,,1,5,1
"D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 97655-02 Lawrence Miller, M.D.- California Hand Surgery.pdf\37-38",,,,,,,
